,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Roma_Bilbao,0.0079,0.0072333,-0.0110333,0.0058778,-6.67e-05,0.0057333,-8.89e-05,0.0009778,0.0098222,0.0122333,-0.0010333,0.0003111,-6.67e-05,0.0043889,-0.0055,-0.0062778,-0.0004222,0.0001778,0.0001889,-5.56e-05,-8e-04,0.0012222,0.0004667,-0.0014222,0.0002222
Roma_Granada,0.0073375,0.0072,-0.01235,0.0050375,-0.0020625,0.0043875,0.0004875,0.0024,0.0102875,0.0112625,-0.000275,0.0004125,-0.0040625,0.001975,-0.005475,-0.004125,0.0017375,-0.0026,-0.0015125,0.000725,-0.001375,-0.001475,-0.00115,-0.00215,0.0034125
Roma_Madrid,0.00822,0.00872,-0.00844,0.00482,0.00138,0.00276,0.00236,0.00166,0.00814,0.01382,0.00214,-0.00026,-0.00402,-0.00084,-0.00038,-0.00138,0.00254,1e-04,-0.00054,0.00108,0.00106,0.00258,0.00332,-0.00082,0.001
Romanian,0.0109273,0.0132,0.0091273,0.0026273,0.0092727,0.0013091,0.0016091,0.0024545,0.0009455,0.0033,-0.0019091,-0.0003091,-0.0001636,0.0062182,-0.0090636,-0.0014273,0.0036364,-0.0008364,0.0030818,-0.0024,-0.0055818,-0.0018818,0.0032182,0.0010455,-6e-04
Romaniote_Jew,0.0080857,0.0141857,-0.0068429,-0.0199857,0.0016286,-0.0082714,-0.0024857,-0.0018714,0.0044714,0.0101714,0.0034571,0.0007429,0.0013429,-0.0001429,-0.0050286,-0.0011857,0.0005571,-0.0019714,-0.0005857,-4e-04,-7e-04,0.0003143,3e-04,9e-04,0.0011143
Roma_Porto,0.00778,0.00756,-0.01206,0.00646,-0.00188,0.00582,0.00124,0.00202,0.0078,0.0126,-0.0018,0.00202,-0.00484,0.00268,-0.00712,-0.00722,2e-04,-0.00118,0,0.00534,-0.00138,-0.00302,0.00162,0.00136,-0.00272
Ronga,-0.0554333,0.0062333,0.0057333,0.0051,-0.0001333,0.0033,-0.0036667,0.0083667,-0.0123,0.0076667,0.0028667,0.0015,-0.0056333,-0.0006667,-0.0109333,0.0095,-0.0106333,0.0116,-0.0066667,0.0033667,-6e-04,-0.0043,0.0019333,0.0019,0.0019333
Ror,0.00738,0.00178,-0.0197533,0.0263133,-0.0196533,0.0163,0.0007533,0.0018867,-0.00158,-0.00642,-0.0034667,4e-05,-0.0003933,-0.0078533,0.00884,0.0076467,-0.0035333,0.00026,0.0002733,-0.0062867,-0.003,-0.00216,0.0020133,0.0016267,0.00048
Rumelia_East,0.010575,0.0140083,0.0041583,-0.0049,0.0050417,-0.001475,0.0019583,0.0004583,-0.0025583,0.0064417,0.0014167,-0.0005667,-0.001375,0.00515,-0.0108667,0.00055,0.0091917,-4e-04,0.0026083,-0.00315,-0.00355,-0.0013417,0.0015417,0.0003333,-0.00125
Russian_Belgorod,0.0119,0.012025,0.01845,0.01755,0.011975,0.0071,0.0051,0.006125,-0.00215,-0.0119,-0.00125,-0.006875,0.01325,0.015475,-0.0096,-0.002175,0.004275,0.00085,0.002875,0.001925,-0.003025,-0.004775,0.0044,-0.0058,0.000825
Russian_Kaluga,0.0116,0.011625,0.020525,0.0205,0.011675,0.008575,0.002575,0.005925,-0.00235,-0.01295,0.000575,-0.00755,0.01305,0.018475,-0.0087,-0.0035,0.001025,-0.002825,5e-04,0.004375,3e-04,-0.001425,-2e-04,-0.005125,0.000575
Russian_Kostroma,0.0112667,0.0086,0.0216,0.0210667,0.0089167,0.0077167,0.0050667,0.0056333,-0.00165,-0.0164333,0.0026,-0.005,0.0120833,0.0089667,-0.0067333,-0.00295,7e-04,-0.0012833,-0.0014,0.0003833,5e-05,-0.0011667,0.0029167,-5e-04,-0.0017167
Russian_Krasnoborsky,0.0112333,0.00755,0.0219333,0.0219833,0.0079167,0.0078333,0.0038667,0.0069333,0.0014833,-0.01595,0.0039,-0.0072167,0.0130833,0.0086833,-0.0055,-0.00195,-2e-04,-0.0011333,-7e-04,0.0029833,0.0017333,-0.0015333,0.0019333,-6e-04,-0.0004667
Russian_Kursk,0.0115,0.0114,0.01885,0.0200625,0.0111,0.0082875,0.004425,0.0052625,-0.0015875,-0.014025,-0.0011125,-0.00535,0.012325,0.015025,-0.0094125,0.0009125,0.0012375,-7e-04,0.0018375,0.001025,-0.00205,-0.00325,0.00415,-0.004825,-0.0014375
Russian_Leshukonsky,0.01052,0.0043,0.02412,0.02466,0.00312,0.00578,0.00586,0.00596,-0.00104,-0.01936,0.00824,-0.00646,0.01338,0.00226,-0.00688,-0.00162,-0.00018,-0.00396,-0.00462,0.00038,0.0021,-0.00088,-0.00018,0.00182,0.00086
Russian_Orel,0.0114727,0.0115,0.0188636,0.0188273,0.0108818,0.0080364,0.0039,0.0056455,-0.0023455,-0.0137909,-0.0011,-0.0052364,0.0105182,0.0179545,-0.0085364,-0.0025909,-3e-04,-0.0009364,0.0022182,0.0009545,-0.0030091,-0.0035636,0.0060182,-0.0046455,-0.0008273
Russian_Pinega,0.0109667,0.0062667,0.0250667,0.024,0.0071,0.0083333,0.0050333,0.0063333,0.0006667,-0.0171,0.0043667,-0.0079667,0.0161,0.0082333,-0.0075333,-0.0028333,-0.0030667,-0.0018,-0.0041333,-0.0008333,0.0061,-1e-04,0.0016,-0.002,0.0017333
Russian_Pinezhsky,0.0109,0.00616,0.02446,0.02484,0.00616,0.00776,0.0035,0.00636,0.00044,-0.01774,0.00558,-0.0112,0.0138,0.00412,-0.00858,-0.00226,0.00148,-0.00198,0.00062,0.00472,0.0067,7e-04,-0.00016,0.00184,0.00442
Russian_Pskov,0.0114143,0.0117429,0.0213714,0.0231286,0.0124,0.0091714,0.0050571,0.0064429,0.0001143,-0.0161857,2.86e-05,-0.0087571,0.0128714,0.0189286,-0.0053143,0.0002429,0.0044286,-0.0033714,0.0001571,0.0025286,-0.0018286,-0.0033429,0.0035429,-0.0069429,0.0013714
Russian_Ryazan,0.011225,0.0108333,0.018675,0.0198417,0.0097583,0.0080917,0.0044917,0.0049917,-0.001775,-0.0127417,0.0001333,-0.005675,0.01085,0.0153417,-0.0093667,-0.0015583,0.004875,-0.0017583,0.0007333,-0.0002833,-0.004375,-0.0025583,0.0040583,-0.0019917,-5.83e-05
Russian_Smolensk,0.0116133,0.0122333,0.01896,0.0202667,0.0127733,0.00904,0.0048067,0.0055733,-0.0003933,-0.0136267,-0.0027,-0.00552,0.0114,0.02056,-0.0084,-0.0045267,-9e-04,-0.0015667,0.0023667,0.00156,-0.0020733,-0.00392,0.0039933,-0.0049267,0.00144
Russian_Tver,0.0113875,0.010425,0.0203125,0.0208125,0.0105375,0.009025,0.0039625,0.00545,-0.002075,-0.0145375,0.0005875,-0.0064375,0.0113125,0.01595,-0.0074875,0.0014125,0.004725,-0.0001625,-0.00015,0.00175,-0.0025875,-0.0039125,0.0070625,-0.0027125,-0.001925
Russian_Voronez,0.0115,0.011975,0.0195,0.01885,0.011725,0.008075,0.004125,0.005075,-0.0012,-0.013175,5e-04,-0.005275,0.011625,0.0177,-0.01005,-0.0028,0.00095,0.000875,0.00225,0.00275,-0.0019,-0.0026,0.001925,-0.004175,-0.00165
Russian_Yaroslavl,0.0115,0.0104,0.0216667,0.0226667,0.0102667,0.007,0.0046333,0.0030333,-0.0005667,-0.0150667,-0.0002667,-0.0061,0.0109667,0.0159,-0.0104,-0.0013,0.0033333,-0.0001667,0.0004333,0.0033667,-0.0052667,-0.0032,-8e-04,-0.0011667,0.0021333
Saami,0.009775,-0.002975,0.029625,0.0247,-0.0030312,0.002975,0.0034625,0.0060062,0.00145,-0.0176125,0.013725,-0.0049875,0.0121562,-0.0144062,-0.00295,0.0020312,0.0008875,-0.001175,-0.0047625,0.0035938,0.012675,0.0010875,-0.0020813,0.0022062,0.0002875
Saami_Kola,0.0101375,0.0014375,0.028075,0.0244,0.0012375,0.00535,0.0044875,0.00635,0.00245,-0.016025,0.0102875,-0.007475,0.0120125,-0.0027125,-0.0049375,0.0005875,0.001075,-0.000625,-0.00265,0.0007375,0.0101125,0.00055,-2.5e-05,-0.0013125,0.0014375
Saharawi,-0.0083833,0.0129333,-0.0025625,-0.0249792,0.0078542,-0.0126917,-0.0139917,0.0038958,0.0378125,0.01585,0.0066083,-0.00625,0.0205583,-0.0113125,0.0172667,-0.0111417,-0.0029167,-0.0196417,-0.0386625,0.00995,-0.0120833,-0.0336042,0.0226125,-0.0023583,0.0063375
Saho_Eritrean,-0.0181667,0.0107667,-0.0097333,-0.025,-0.0011667,-0.0142333,-0.0070667,3.33e-05,0.0521,-0.0338667,-0.0016333,-0.0067333,0.0134667,0.0028667,0.0177,-0.0082,0.0019333,0.0013333,0.0067667,0.0046333,0.0061,0.0051667,-0.0023,0.0043667,-0.0047333
Sakilli,0.0023667,-0.0102333,-0.0487333,0.0382667,-0.0235667,0.0235333,-0.0007667,0.0073667,0.029,0.0221,-0.0015333,-8e-04,-3e-04,0.0055,-0.0083333,-0.0092333,0.0068,6e-04,0.0012,0.0032667,0.0028333,0.0019,-0.0006333,0.0020333,-0.0089333
Salar,0.0030088,-0.0364176,0.0012118,-0.0140794,0.0095529,0.0053559,0.0022441,0.0012647,-0.0053382,0.0006735,-0.03745,-0.0049294,0.0052676,-0.0042235,-0.0036353,0.0006765,0.0009353,0.0011324,-0.0027912,-0.0039735,0.0030559,0.0076971,0.0069971,-1.76e-05,0.0084735
Saliya_Kerala,0.0039,-0.0074,-0.0436,0.0326,-0.0243,0.0208,-4e-04,0.0073,0.0178,0.0132,7e-04,0.0029,3e-04,0.0015,-0.0011,-0.0024,-0.002,0.0015,-0.0016,-1e-04,0.0066,1e-04,0.003,-0.0045,0.0042
Samaritan,0.0075,0.01464,-0.01522,-0.02864,-0.00312,-0.01256,-0.00094,-0.00354,0.00798,0.00452,0.00564,-0.00662,0.01378,0.00862,-0.00408,0.0016,-0.00862,8e-04,0.00168,-0.00292,-0.00042,0.00252,0.00046,-0.00244,0.00388
Sandawe,-0.04115,0.0069,-0.00125,-0.00715,0.00025,-0.005,0.0124,-0.01065,0.02845,-0.0266,-0.00085,3e-04,-0.0105,-0.0036,0.00285,0.0013,0.01195,0.0236,-0.00765,-0.0012,-0.00335,4e-04,-0.00345,-0.0026,0.0031
Santhal,8e-04,-0.0212,-0.0468667,0.0363,-0.0049667,0.0247095,-0.0031048,0.0049476,0.0393952,0.0276333,0.0115667,0.0027095,-0.0032952,0.0093619,-0.0147333,-0.0193714,0.008581,-0.0024762,-0.0031714,0.0207524,0.000381,0.0134762,-0.005481,0.0074048,0.0039857
Sardinian,0.0106909,0.0164727,0.0075545,-0.0156818,0.0195455,-0.0079364,-0.0016818,0.0010818,0.0203273,0.0424455,-3.64e-05,0.0111091,-0.0192818,-0.0094273,-0.01,-0.0022636,0.0087455,-0.0010636,0.0013364,-0.0103909,-0.0017,-0.0008909,-0.0081818,-0.0177455,0.0002818
Satnami_Chhattisgarh,0.0037,-0.0093,-0.0448,0.0371,-0.0221,0.0229,-0.0032,0.0052,0.0268,0.0178,-0.0028,0.0021,-0.0056,0.0035,-0.0038,-0.0043,0.0121,0.0021,0.002,0.0038,0.002,0.0017,-0.0011,0.0064,-0.0073
Saudi,0.0046909,0.0139545,-0.0172091,-0.0354818,-0.0040364,-0.0168273,-0.0052091,-0.0037818,0.0246545,-0.0028364,0.0107182,-0.0216364,0.0429364,0.0022818,0.0028909,0.0219,-0.0173091,0.0038,-0.0011091,0.0251727,0.0104364,0.0146818,-0.0060545,0.0073727,-0.0084455
SaudiA,0.0057636,0.0133091,-0.0162273,-0.0309545,-0.0041818,-0.0142273,-0.0047,-0.0032818,0.0206727,-0.0034182,0.0079091,-0.0177182,0.0353273,0.0050455,0.0016273,0.0158364,-0.0177727,0.0047818,-0.0004636,0.0153545,0.0069727,0.0112909,-0.0049091,0.0040455,-0.0067182
SaudiB,0.0021,0.0130562,-0.0150625,-0.02985,-0.0040312,-0.0135938,-0.0037,-0.0019438,0.023475,-0.0049375,0.0064375,-0.0145188,0.0323312,0.0053938,0.0026438,0.0108875,-0.0182125,0.0047875,0.0001562,0.013,0.0064,0.00915,-0.0037,0.0039688,-0.0049438
Saudi_Jizan,0.0027,0.01405,-0.01505,-0.0357,-0.0023,-0.01635,-0.0033,-0.00335,0.02985,-0.00275,0.0092,-0.017,0.0363,0.0017,0.00415,0.0203,-0.00835,0.0053,0.00405,0.0184,0.00545,0.0081,-0.0061,0.00245,-0.00625
Saudi_Mecca,0.004321,0.0135755,-0.01535,-0.0346,-0.00145,-0.01605,-0.00455,-0.00175,0.0243,-0.0011,0.00825,-0.01765,0.0343,0.0013,0.00295,0.0084,-0.00885,0.000881,-0.00235,0.02137,0.0120735,0.0140335,-0.004125,0.0054305,-0.0068435
Saudi_Najd,0.0051268,0.0137107,-0.0164667,-0.0335325,-0.0041863,-0.0147373,-0.0049085,-0.003944,0.0238908,-0.001556,0.0088697,-0.0191128,0.0395557,0.0027975,0.0033307,0.0196613,-0.020082,0.0035898,-0.0001718,0.0204538,0.0078555,0.0121463,-0.003139,0.0036793,-0.0060387
Scottish,0.01155,0.0132179,0.0165107,0.0145643,0.0127071,0.0061964,0.0015107,0.0022429,0.0017464,0.00155,-0.0034571,0.0033679,-0.0078571,-0.0087,0.0169643,0.0023571,-0.0086321,0.0021893,0.0020286,0.0011607,0.0033857,0.002675,-0.0005321,0.01125,-0.0006429
Selkup,0.006263,-0.0255726,0.0332658,0.013563,-0.0357288,-0.0150027,0.0055397,0.0076247,0.0034808,-0.0112479,0.0395699,-0.0003863,0.009089,-0.0541932,-0.0140836,-0.0091384,-0.0050452,0.0032822,0.011611,0.0002452,-0.0082479,0.0228329,0.0346151,-0.0108301,-0.0082836
Sena,-0.054715,0.00625,0.005025,0.004795,0.000145,0.00414,-0.00595,0.00988,-0.01415,0.007,0.00095,0.00147,-0.008355,0.00049,-0.01353,0.011075,-0.009055,0.007375,-0.007255,0.00398,-0.00023,-4e-05,0.001865,-0.00021,0.00046
Senegal_Bedik,-0.053975,0.0062562,0.00515,0.0043562,0.0002438,0.00325,-0.0149688,0.0166562,-0.0157125,0.0127812,0.00185,-0.0005312,0.0115312,-0.0007812,0.009225,-0.0075188,0.0073875,-0.001325,-0.0028875,-0.0002312,-0.0014812,-0.00285,0.0008438,-0.00165,9e-04
Senegal_Bedik_o,-0.05235,0.0066,0.00495,0.0022,0.00095,0.00285,-0.0145,0.01665,-0.01365,0.01215,0.001,-0.003,0.01245,-0.0028,0.0076,-0.0104,0.0067,-0.00215,-0.0047,-0.003,-0.00175,-0.00425,0.00275,-0.00055,0.00405
Senegal_Halpularen,-0.0477526,0.0071632,0.0039789,-0.0004105,0.0017737,0.0007947,-0.0176737,0.0165316,-0.0055,0.0127684,0.0021,-0.0014158,0.0122947,-0.0030316,0.0112684,-0.0098579,0.0067211,-0.0044105,-0.0073421,0.0005105,-0.0028789,-0.0082105,0.0050632,-0.0013842,0.0018526
Sengwer,-0.0423,0.00645,-0.0011,-0.00895,-1e-04,-0.00525,0.00015,-5e-04,0.0484,-0.0531,-0.01055,0.0081,-0.02125,0.00015,0.0072,-0.0122,0.00645,-0.00315,0.0123,-0.01325,-1e-04,0.00095,-0.00345,0.0016,0.00305
Serbian,0.011185,0.0135483,0.0105917,0.00486,0.01042,0.001755,0.00198,0.0027783,0.0002483,0.0008167,-0.0008483,-0.0009833,0.0019233,0.008935,-0.0101283,-0.0013367,0.0044717,0.0002283,0.0047017,-0.001885,-0.0061917,-0.0008067,0.0040733,-0.0001717,-0.0013183
She,0.0016333,-0.0446,-0.0041,-0.0222333,0.0300667,0.0153667,-6.67e-05,-0.0006667,-0.0089,-0.0025,-0.0308,-0.0058333,0.0046,-0.0066667,-0.0037667,-0.0016333,3e-04,0.0046667,-0.0016,-0.0145667,0.0145,0.0085333,0.019,0.002,-0.0007333
Sherpa,0.0018,-0.0404667,-0.00035,-0.0096833,0.0045,0.0027,0.0028833,0.0036333,0.0033333,0.0074167,-0.0525,-0.0070333,0.00805,-0.00435,-0.0060167,-0.00465,-0.0020833,-0.0041667,-0.0060333,0.0067333,0.0008833,0.0193667,0.0040333,-0.00135,0.0313833
Shetlandic,0.0118,0.0131333,0.0161333,0.0148333,0.0131333,0.0069667,0.0018,0.0020333,0.0017333,-0.0022667,-0.0024333,0.0045,-0.0077667,-0.0091667,0.0157,0.0019667,-0.0067,0.0011333,0.0023667,-0.0019667,0.0025667,0.0021667,0.0051,0.0156,0.0022333
Shia_Uttar_Pradesh,0.0055,-0.0014,-0.0285,0.0241,-0.0178,0.0153,-1e-04,0.0047,0.0061,0.003,-0.0071,-1e-04,0.0034,-0.0081,0.007,-0.0035,-0.0019,0.0045,0.0058,-0.0072,-8e-04,-0.0087,-0.0016,0.0089,-0.0016
Shor,0.0061667,-0.0225,0.0204667,0.0078667,-0.0215,-0.0052,0.0015333,0.0043333,-0.0026333,-0.0081,-0.0028333,-0.0005333,0.0029667,-0.0181667,0.0094667,0.0012333,-0.0088667,-0.0013,0.0034333,0.0087,-0.0325667,0.0073333,-0.0024667,-0.0034333,-0.0056
Shor_Khakassia,0.00612,-0.02212,0.02046,0.00826,-0.0213,-0.00632,8e-04,0.00118,-0.00304,-0.00932,0.00014,-0.00032,0.00198,-0.02786,0.00548,7e-04,-0.01034,0.00344,0.01066,0.01282,-0.03422,0.00796,-8e-05,-0.004,-0.00852
Shor_Mountain,0.0061857,-0.0218429,0.0205571,0.0083,-0.0216571,-0.0056571,0.0004857,0.0008571,-0.0030714,-0.0088429,-0.0027429,-0.0011,0.0025429,-0.0246714,0.0061857,0.0011857,-0.0084286,0.0019571,0.0080429,0.0072429,-0.0353714,0.0110857,-0.0039,-0.0033429,-0.0075143
Sicilian_East,0.0090667,0.0144333,-0.0019333,-0.0127333,0.0058,-0.0055,-0.0008333,3.33e-05,0.0037,0.0117,0.0045,0.0026,-0.0041333,0.0022667,-0.0043667,-0.0049,-0.0022,-9e-04,0.0035667,-0.0031,-3.33e-05,0.0021667,-0.0015333,0.0019,0.0003333
Sicilian_West,0.0088,0.0143333,-1e-04,-0.011,0.0063,-0.0035333,-0.0002667,0.0002333,0.0065333,0.0122333,0.0021,0.0020667,-0.0015,0.0013667,-0.0016667,-0.0024,-0.0014333,-3.33e-05,-7e-04,-0.0049,0.0006667,0.0006667,-0.0026,-0.0029,2e-04
Sindhi,0.00608,-0.00022,-0.031,0.02286,-0.02444,0.01616,0.00028,0.00258,0.00066,-0.0012,-0.00382,-0.00062,-0.00096,-0.00384,0.00628,0.00994,0.00242,0.00056,0.00316,-0.00882,0.00014,-0.00336,-0.00086,-0.00138,0.00224
Sindhi_o,0.0063,0.004,-0.0295,0.013,-0.025,0.013,0.0013,1e-04,-0.0088,-0.0095,-0.0018,-0.0027,0.0027,-0.0063,0.0139,0.0245,-0.0123,0.0072,0.0078,-0.0246,1e-04,-0.0134,0.0039,-0.0131,0.0135
Sinhala,0.0028333,-0.0095,-0.0463889,0.0361222,-0.0244889,0.0217889,-0.0004778,0.0055556,0.0255556,0.0184444,-0.0022889,0.0005222,-0.0002778,0.0047444,-0.0073,-0.0039333,0.0020444,0.0007222,0.0004111,0.0042222,0.0012111,0.0004333,-0.0014444,0.0012333,-0.0041
Slovakian,0.01146,0.01268,0.01662,0.01594,0.0134,0.00718,0.00288,0.00338,-9e-04,-0.00634,-0.00118,-0.0025,0.00664,0.00758,-0.00674,0.007,0.00992,2e-04,0.00432,0.00188,-0.00298,-0.00168,0.00352,0.0016,-0.00158
Slovenian,0.01132,0.01332,0.0149,0.01048,0.01136,0.00454,0.00278,0.00302,0.00152,-0.00246,-0.00196,-0.0015,0.0015,0.01104,-0.00636,-0.00166,0.00016,0.00108,0.00622,-0.00092,-0.00322,-0.00226,0.00114,-0.00164,0.00182
Somali,-0.02606,0.0092,-0.00712,-0.02159,0.00031,-0.01222,-0.00872,0.0025,0.05642,-0.04372,-0.00551,-0.00445,0.00351,-0.00121,0.01822,-0.01404,0.0114,-0.00156,0.00794,-0.00307,0.00048,0.004,-0.00222,-0.00103,-0.00233
Somali_Kenya,-0.02775,0.0091,-0.00701,-0.02132,0.00026,-0.01143,-0.00675,0.00196,0.05528,-0.04346,-0.00456,-0.00376,0.00199,-0.00022,0.01826,-0.01371,0.01255,4e-05,0.00888,-0.00201,-2e-05,0.00478,-0.00308,-0.00122,7e-04
Sonar_Marathi,0.0047,-0.0048,-0.0364,0.0301,-0.0248,0.023,0.0016,0.0062,0.0149,0.0066,-0.0026,0.0017,-0.0028,-9e-04,0.0036,-0.0047,-0.007,0.0016,0.0027,0.0015,1e-04,-0.0037,-0.0058,0.0076,0.004
Sorb_Niederlausitz,0.0115,0.0135,0.0182,0.0176,0.0165,0.0076,0.0048,0.0048,-0.0017,-0.0095,-0.0013,-0.0045,0.0088,0.013,-0.0062,8e-04,0.0065,-0.0049,0.0056,-0.0033,-0.0027,-0.0061,0.0065,-0.0037,0.001
Spanish_Alacant,0.0099667,0.0144333,0.0098667,8.33e-05,0.0134333,-0.001,-0.0021833,0.0007667,0.0114833,0.0171833,-0.0031333,0.0056833,-0.0104167,-0.0085833,0.0077,0.0024667,-0.0011833,8.33e-05,-0.0032167,-0.00445,0.0032333,-0.0003333,-0.0034,-0.0014167,0.0026167
Spanish_Andalucia,0.0095,0.0143842,0.0094684,-0.0010632,0.0147053,-0.0021,-0.0008211,0.0011526,0.0120842,0.0171,-0.0013263,0.0048526,-0.0088842,-0.0082895,0.0075474,-0.0018842,-0.0047368,-0.0008684,-0.0033895,-0.0017053,0.0023474,-0.0010526,-0.0016,-0.0044263,0.0015737
Spanish_Aragon,0.0105,0.014425,0.010975,-1e-04,0.015225,-5e-05,-0.000225,0.001275,0.012175,0.02025,-0.001325,0.006875,-0.011875,-0.009325,0.0094,-0.0021,-0.00365,-0.000625,-0.001775,8e-04,0.002775,7.5e-05,-0.00095,-0.000875,-2e-04
Spanish_Aragon_North,0.01119,0.01455,0.01301,0.00177,0.0162,0.00039,-6e-05,-0.00024,0.01251,0.02001,-0.00272,0.00647,-0.01253,-0.01095,0.01058,0.00324,-0.00233,0.00212,-0.00248,-0.00094,0.00362,0.00042,-0.00457,-0.00439,0.00078
Spanish_Asturias,0.0097,0.0142,0.0121,2e-04,0.0168,-0.0026,-0.0031,0.003,0.0127,0.0172,-0.002,0.0054,-0.0128,-0.0066,0.0106,-0.0101,-0.0122,0.001,-0.0043,-7e-04,0.0055,-0.0049,-0.0013,0.0011,0.0054
Spanish_Baleares,0.0102,0.0144667,0.0107667,-0.0008667,0.0132333,-8e-04,-0.0002333,0.0010667,0.0094,0.0160667,-0.0028,0.0053,-0.0101,-0.0091667,0.0029,0.0017,0.0015333,0.0008333,9e-04,-0.0035,0.0004333,5e-04,0.001,0.0002667,-0.0034333
Spanish_Barcelones,0.01048,0.01468,0.01212,0.00144,0.01492,0.0012,0.00138,0.00158,0.0102,0.01626,-0.00256,0.0047,-0.00964,-0.0067,0.00572,-0.00032,-0.00468,-8e-05,0.00188,-0.00282,0.00286,-4e-05,-0.00324,-0.00302,0.00128
Spanish_Biscay,0.01057,0.01471,0.01316,0.00302,0.01595,0.00042,-0.00082,0.00156,0.01297,0.01913,-0.00339,0.00727,-0.01295,-0.01184,0.00771,0.00104,-0.00442,0.00145,-0.00184,-0.00141,0.00569,-0.00038,-0.00457,-0.00343,0.00166
Spanish_Burgos,0.01086,0.01454,0.01319,0.00064,0.0161,-0.00124,-0.00026,0.00038,0.01174,0.02076,-0.00423,0.00575,-0.01278,-0.0092,0.00842,0.00145,-0.00457,-9e-05,-0.00278,-0.00305,0.00625,0.00053,-0.0034,-0.00176,-0.00065
Spanish_Camp_de_Tarragona,0.0104625,0.014225,0.0111875,0.00065,0.0143625,-0.0002375,-0.0009375,0.000625,0.0099125,0.0152875,0.001,0.004,-0.0087625,-0.0096,0.0056125,0.001875,-0.0013375,0.0008625,-0.0006375,0.0002625,0.00125,0.0021125,-0.0007625,-0.004075,-0.0006125
Spanish_Canarias,0.0071421,0.0143474,0.0080263,-0.0039947,0.0122947,-0.0022316,-0.0027632,0.0003526,0.0154526,0.0159421,-0.0003053,0.0035105,-0.0048263,-0.0098947,0.0081211,-0.0016579,-0.0021,-0.0027526,-0.0086263,0.0007895,0.0004842,-0.0052,0.0013316,-0.0028368,0.0014211
Spanish_Cantabria,0.0102077,0.0143846,0.0115769,0.0002615,0.0152538,-0.0013846,-0.0001462,0.0009769,0.0122462,0.0178769,-0.0031769,0.0056077,-0.0106846,-0.0103538,0.0074769,0.0008077,-0.0016538,-0.0011,-0.0028077,-0.0025,0.0026769,-0.0014,-0.0036846,-0.0034,-5e-04
Spanish_Castello,0.0105714,0.0144,0.0115286,0.0003571,0.0147143,-0.0005571,-5e-04,0.0005143,0.0117429,0.0191143,-0.0034571,0.0045714,-0.0107429,-0.0109857,0.0058,0.0035429,0.0021143,0.0011,-7e-04,-0.0002143,0.0046286,0.0003286,-0.0052,-0.0018,0.0004714
Spanish_Castilla_La_Mancha,0.01015,0.014575,0.0107,-0.001,0.013675,-0.001725,-0.000725,0.00075,0.01205,0.018625,-0.0013,0.0058,-0.010275,-0.009,0.007575,-8e-04,-0.004625,-0.00015,-1e-04,-0.00055,0.004375,0.0012,-0.00085,-0.003225,-9e-04
Spanish_Castilla_Y_Leon,0.0094667,0.0141667,0.0107333,-0.0006667,0.0142333,0.0006667,-0.0007333,0.002,0.0139,0.0160333,-0.0014333,0.0052333,-0.0081333,-0.0087333,0.0090333,-0.0049333,-0.0052,-0.0013667,-0.0036,-0.0018333,0.0002333,-0.0007333,0.0010667,-0.0021333,-0.0023
Spanish_Cataluna,0.0100667,0.0144,0.0121667,0.0007333,0.0153333,0,-0.0008667,0.0010333,0.0109333,0.0167333,-0.0011667,0.0057333,-0.0107667,-0.0077333,0.0065333,0.0012,-5e-04,-0.0013,-9e-04,-0.0007667,0.0049667,-0.0046333,-0.0031667,-0.0016,8e-04
Spanish_Catalunya_Central,0.0109222,0.0147,0.0117,0.0006556,0.0151667,0.0005889,-7.78e-05,0.0004222,0.0103222,0.0159,-0.0017778,0.0042889,-0.0100667,-0.0090111,0.0055778,0.0037556,0.0002444,0.0010444,-0.0006444,-0.0011222,0.0023556,0.0013444,-0.0005444,-0.0021778,-6e-04
Spanish_Eivissa,0.0102077,0.0144462,0.0099846,-0.0012462,0.0129077,-0.0012231,0.0001154,0.0013615,0.0101,0.0164154,-0.0015538,0.0049538,-0.0082231,-0.0062154,0.0065,0.0007308,-0.0028231,-0.0023077,-0.0018923,-0.0031846,0.0026077,0.0014692,-0.0014154,-0.0001538,-0.0012308
Spanish_Extremadura,0.0092333,0.0147667,0.0087667,-0.0003667,0.0133,-0.001,-0.0017,-0.0004333,0.0120667,0.0171333,-8e-04,0.0033667,-0.0071333,-0.0089,0.0055667,0.0019667,-0.0018,-0.0026,-0.0051,0.0003333,0.0017,-0.0038333,-0.0012,-0.0023,0.0012
Spanish_Galicia,0.0095556,0.0144222,0.0108889,-0.0005111,0.0133889,-3.33e-05,-0.0023222,0.00105,0.0120833,0.0164778,-0.0013111,0.0038278,-0.0084833,-0.0088333,0.0082111,0.0004444,-0.00325,-0.0017056,-0.0040111,-0.0008056,7e-04,-0.0023444,-0.0006556,-0.0030556,0.0010889
Spanish_Girona,0.01066,0.01437,0.01111,0.00102,0.01338,0.00058,-0.00019,0.00146,0.00977,0.01695,-0.00127,0.00592,-0.00905,-0.0098,0.00558,0.0023,0.00157,-0.00049,0.00133,-0.00218,0.00227,-0.00081,-0.00028,0.00011,-0.00138
