,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
England_EastYorkshire_LIA,0.1288097,0.1310033,0.0610308,0.0511955,0.0370323,0.0170122,0.0032117,0.0099612,0.0053857,0.002369,-0.0047633,0.0073685,-0.0158075,-0.0193132,0.0235252,0.0117785,-0.0038247,0.0007602,-0.0016342,0.0002502,0.0063847,0.0022672,-0.002013,0.0079528,0.0017962
England_EastYorkshire_MIA,0.1291892,0.13405,0.0591138,0.0457045,0.0374682,0.0158965,0.0046413,0.0034615,0.0055222,0.0039638,-0.0071452,0.0067812,-0.017802,-0.0150008,0.0180848,0.0012265,-0.011213,0.0025655,0.0025138,0.0021575,0.0056462,0.006368,0.0004005,0.0044582,-0.0029338
England_EastYorkshire_MIA_LIA,0.1299209,0.1326715,0.0604605,0.0492806,0.0385785,0.0159665,0.0023668,0.0040382,0.0051569,0.0055778,-0.0044192,0.0067654,-0.0149404,-0.0165934,0.0222339,0.0086751,-0.0037626,0.0015067,0.0011178,0.0025281,0.0065955,0.0043013,-0.0023857,0.0064897,0.0011162
England_EBA,0.121791,0.128972,0.064488,0.05168,0.031083,0.00753,0.011045,0.004154,-0.0045,-0.022051,-0.003085,-0.001798,-0.005352,-0.015964,0.030266,0.015778,-0.009779,0.003041,-0.019609,0.026888,0.014474,-0.009027,0.005176,-0.008917,0.002515
England_EBA_BellBeaker,0.124067,0.121864,0.057699,0.068799,0.028313,0.024263,0.003525,0.003923,-0.009613,-0.02278,-0.005034,0.002698,-0.004162,-0.013762,0.020901,0.001989,-0.019036,0.002534,-0.002765,0.005253,0.006239,-0.001607,0.006779,0.013978,-0.001557
England_EBA_highEEF,0.12862,0.139128,0.059208,0.041021,0.046162,0.008646,0.00047,-0.000692,0.012067,0.018224,-0.006171,0.005095,-0.017691,-0.011836,0.014794,-0.003845,-0.01695,0.003674,0.003771,-0.003502,0.001373,0.007172,-0.001602,-0.000843,0.006826
England_EIA,0.1271972,0.1345213,0.0616055,0.0452431,0.0399964,0.0159067,0.0027445,0.0044586,0.0078157,0.009717,-0.0028766,0.0054648,-0.0156678,-0.0140276,0.0205568,0.0039398,-0.0065565,0.0007329,0.0003232,0.0014336,0.0070099,0.0029324,-0.002016,0.0023798,0.0015354
England_EIA_highEEF,0.1274815,0.142682,0.0607165,0.0247095,0.050317,0.008227,0.0024675,0.005884,0.0186115,0.024511,-0.00747,0.0071185,-0.0156835,-0.0108035,0.0099755,0.0047735,-0.004042,0.000317,0.000503,0.002939,0.006925,0.000495,-0.007025,-0.005061,0.004251
England_IA,0.1302137,0.1351669,0.0617347,0.0540056,0.0405921,0.0164545,0.000846,0.0029306,0.0053176,0.0036813,-0.0033291,0.0073284,-0.0144052,-0.01273,0.0228824,0.0057279,-0.0062586,0.0011022,-0.0005028,0.0029264,0.0037684,0.0034004,-0.0017747,0.0075432,-0.0003234
England_IA_EarlyMedieval,0.132035,0.131003,0.068636,0.043282,0.041854,0.018686,-0.003525,0.00923,0.004704,-0.000182,-0.00682,0.004646,-0.009217,-0.003303,0.028094,0.006895,-0.008866,0.002027,0.000628,0.003877,0.007736,-0.001237,-0.002588,0.021087,0.000239
England_IA_ERoman.SG,0.129758,0.138112,0.059962,0.052003,0.040007,0.016733,-0.00188,0.001846,0.005727,0.001093,-0.003897,0.008243,-0.013082,-0.015276,0.024701,0.008353,0.003781,-0.007855,0.00088,0.004127,0.008735,-0.004204,-0.002588,0.010845,-0.005269
England_IA_o.SG,0.12862,0.123895,0.061094,0.034238,0.022773,0.021475,0.003055,0.003231,-0.003068,0.007472,0.010555,0.010341,-0.009514,-0.021056,0.019408,0.009812,0.01017,0.000507,-0.000377,-0.001501,0.003244,0.000247,-0.003081,0.017111,0.000359
England_IA_Roman_oMiddleEast.SG,0.055773,0.153345,-0.049403,-0.099161,-0.004616,-0.044344,-0.013866,-0.010846,0.038246,0.002005,0.002273,-0.013938,0.024826,0,-0.0019,0.003315,-0.002738,-0.002027,-0.006285,0.00963,0.003619,-0.000371,0.001972,0.001446,-0.008143
England_IA_Roman.SG,0.1248262,0.1377735,0.0606537,0.0508187,0.0373917,0.01929,0.0065408,0.0065383,0.0001707,0.0015795,-0.0049528,0.0068938,-0.0148413,-0.0107117,0.022077,0.0001327,-0.0109088,0.0002745,0.0032053,0.0026887,0.0043883,0.0012365,-0.006101,0.0081737,-2.02E-05
England_IA.SG,0.1314655,0.1304955,0.0633565,0.0492575,0.0369295,0.018825,0.0064625,0.0062305,0.006749,-0.000911,-0.009094,0.003372,-0.0078045,-0.018235,0.013097,0.0060325,-0.005541,0.004307,0.0052165,0.007066,0.004804,0.0001235,-0.0009245,0.0088565,0.0016165
England_LBA,0.1264311,0.1321749,0.0617608,0.0475555,0.0364565,0.0172912,0.0011389,0.004065,0.0031466,0.0026074,-0.0034975,0.0062483,-0.0147175,-0.0163558,0.020713,0.0082511,-0.0031594,0.002105,0.0013055,0.0042424,0.0082642,0.0059162,-0.0037828,0.0079437,-0.0006172
England_LBA_highEEF,0.1297587,0.135404,0.0582023,0.027132,0.0379557,0.0088317,0.00047,0.0016153,0.0142487,0.0083827,0.0006497,0.0036467,-0.0167987,-0.0081657,0.0157437,-0.0069833,-0.0131687,-0.00038,-0.0036033,-0.0014173,0.0053653,0.0039983,-0.002958,0.000683,-0.0015167
England_LBA_lowEEF,0.125205,0.1238945,0.062225,0.062016,0.035237,0.01757,0.0001175,-0.002077,0.0076695,-0.003007,-0.0038975,0.0077935,-0.0190285,-0.012455,0.02124,0.0160435,-0.0004565,-0.0001265,-0.0010685,0.0055025,0.0062385,0.002782,0.0036975,0.009881,-0.005808
England_LIA,0.1278413,0.1347448,0.0603195,0.048331,0.0393271,0.0164399,0.0048114,0.0058904,0.0064586,0.0043066,-0.0037351,0.0049851,-0.0129882,-0.0130815,0.0205865,0.0087997,-0.0015028,0.0022937,0.0023882,0.0067664,0.0040456,0.0037291,-0.0016476,0.0061706,-0.0022185
England_LIA_o,0.130897,0.139128,0.059585,0.040698,0.038776,0.016176,-0.003525,0.002538,0.00409,0.00164,-0.019649,0,-0.017096,-0.015414,0.02253,0.007292,0,-0.003167,-0.000377,-0.004877,0.014599,0.005564,-0.011092,0.007471,-0.004191
England_MBA,0.1267396,0.1288397,0.0632251,0.0576344,0.0339193,0.0200195,0.001737,0.0040434,0.0042772,-0.0021869,-0.0053306,0.005519,-0.0109557,-0.0143307,0.0234678,0.0077248,-0.009603,0.0016856,0.0001967,0.0027513,0.0052027,0.0027365,-8.57E-05,0.0041545,-0.0006352
England_MBA_highEEF,0.132604,0.140651,0.0524195,0.033592,0.0396995,0.007948,0.00094,0.002769,0.0126805,0.019317,-0.0019485,0.0016485,-0.0141225,-0.020162,0.01269,0.002851,0.0039115,0.0006335,-0.002828,0.0010005,0.0019965,0.000433,-0.004745,-0.001566,-0.002275
England_MBA_lowEEF,0.132035,0.133034,0.069013,0.064277,0.031083,0.0251,0.000235,0.004384,0,-0.004009,-0.008444,0.005995,-0.008176,-0.012661,0.030809,-0.004906,-0.021122,0.001267,0.002891,0.001501,0.000873,0.011376,0.000246,0.012893,0.004191
England_Mesolithic,0.125205,0.109677,0.204022,0.196708,0.159414,0.055499,0.016921,0.036922,0.090604,0.018041,-0.01835,-0.010641,0.014271,0.000275,0.06406,0.06351,-0.000261,0.009882,-0.007039,0.066657,0.118541,0.017559,-0.054968,-0.177615,0.021196
England_MIA,0.1295708,0.1351132,0.0598424,0.0468578,0.0397974,0.0161462,0.0021952,0.0048324,0.0075168,0.0059838,-0.0049366,0.0066259,-0.0143694,-0.0150964,0.0211628,0.0056312,-0.0057799,0.0017841,0.0016267,0.003409,0.0060467,0.0038886,-0.0014703,0.0054663,-0.0009608
England_MIA_highEEF,0.127482,0.13862,0.055625,0.03553,0.0447775,0.0145025,0.005288,0.005884,0.012578,0.020775,-0.000812,0.009142,-0.021853,-0.0147945,0.0152685,0.013259,0.004759,0.000507,0.004588,0.00075,-0.000187,0.0055025,-0.003759,-0.0067475,0.0001195
England_MIA_LIA,0.1297791,0.1364134,0.0610799,0.0463299,0.0408243,0.0156179,0.0025466,0.0042963,0.0074075,0.0074418,-0.0041955,0.0066568,-0.0146012,-0.01396,0.0214241,0.0063523,-0.0086101,0.0020431,0.0018786,0.0036995,0.0053473,0.0033027,-0.0021781,0.0053281,-0.0012932
England_MIA_LIA_alt,0.122929,0.121864,0.043746,0.062985,0.042162,0.010319,0.016216,0.003231,0.009613,0.001458,0.006496,0.010041,-0.011893,-0.020506,0.038002,0.008618,-0.018906,0.006461,-0.01169,0.00025,0.009982,0.013478,0.006286,0.011206,-0.009221
England_MIA_LIA_o,0.133173,0.121864,0.055437,0.046835,0.038161,0.015618,-0.00282,0.008538,0.010022,-0.000182,-0.001299,-0.002248,-0.013379,-0.011698,0.033116,0.002254,-0.011083,0.000887,-0.002263,0.009254,0.004742,-0.000618,-0.001849,0.00482,0.007903
England_MIA_lowEEF,0.12862,0.1284645,0.0575105,0.0566865,0.028928,0.0245425,0.0008225,0.003346,0.0002045,-0.0019135,-0.006983,0.009217,-0.022299,-0.018717,0.027687,0.0084195,-0.001565,-0.0050045,0.001257,0.0046275,0.0034935,0.004637,-0.003081,0.0156045,-0.0031735
England_N,0.1271974,0.1705074,0.0541356,-0.0384047,0.0853543,-0.0227574,-0.0043241,0.0023654,0.0630853,0.0887946,-0.001421,0.01417,-0.0278516,-0.013666,-0.0095615,0.0043424,0.0141792,0.0031291,0.0033059,-0.001951,0.0101509,0.0045443,-0.0124296,-0.028968,0.0007723
England_N_Megalithic,0.1265443,0.1730582,0.0513994,-0.037829,0.0848846,-0.0249361,-0.0009262,0.0025384,0.0630775,0.089553,-0.001108,0.0126594,-0.0261642,-0.0108561,-0.0128296,0.0039309,0.0087205,0.0038155,0.003771,-0.0039724,0.0113404,0.0050042,-0.0133398,-0.0273887,0.0010355
England_N_o,0.127482,0.1304955,0.064299,0.065246,0.0289285,0.012411,0.00282,0.0032305,0.0007155,-0.00082,-0.002517,0.0083175,-0.0118185,-0.0081195,0.016422,0.0062315,-0.011539,0.002217,0.0027025,0.00025,0.0052405,0.0006805,-0.003451,0.011327,0.003173
England_Northumberland_EBA.SG,0.137726,0.114755,0.064488,0.074936,0.026159,0.02008,-0.01034,0.000692,-0.017385,-0.026789,-0.011205,0.000899,-0.003865,-0.023396,0.024837,0.005436,-0.004563,0.012289,-0.000251,-0.004502,0.007237,-0.005812,0.000616,0.008314,-0.000599
England_NorthYorkshire_EBA.SG,0.1189455,0.1198325,0.0641105,0.0654075,0.0273895,0.023427,0.0074025,0.0045,-0.006136,-0.0223235,-0.0166445,0.0094415,-0.01717,-0.0155515,0.0211725,0.0156455,-6.55E-05,-0.0060175,-0.00176,0.0046275,0.002558,0.0016075,0.0011095,0.004398,0.002275
England_Roman,0.127482,0.123895,0.061471,0.047158,0.031698,0.025379,0.015041,0.003923,-0.003068,0.003827,-0.002273,0.004946,-0.014569,-0.016515,0.016286,0.01896,0.020861,-0.00038,0.000754,-0.000375,0.007861,-0.002349,0.002835,0.009158,0.006945
England_Saxon,0.1318895,0.1342875,0.0668468,0.0565044,0.0416902,0.0210296,0.00412,0.0065202,0.0032159,-0.000884,-0.0045054,0.0047447,-0.0109029,-0.0102338,0.0234248,0.0082939,-0.0080783,0.002186,0.0048728,0.0056409,0.0066664,0.004754,-0.0003671,0.0154469,-0.0014497
England_Saxon_oAfrica.SG,-0.114961,0.106631,0.030924,0.008075,0.02185,0.00502,-0.013631,0.013846,0.020248,0.00656,-0.000974,0.002098,-0.003419,-0.014588,0.019408,0.004508,0.004172,-0.003041,-0.006285,0.000875,0.008235,-0.009892,0.010723,0.010122,0.001796
England_Saxon_oIran.SG,0.126344,0.145221,0.058454,0.030039,0.031083,0.018965,0.004935,0.011538,0.011658,0.005103,-0.012666,0.005695,-0.019177,-0.001789,0.015065,-0.00411,-0.021513,0.007728,0.007416,-0.005753,0.007237,0.01558,-0.006286,0.00723,0.003473
England_Saxon.SG,0.1303736,0.1338577,0.0660675,0.0568916,0.0421367,0.0195751,0.0061101,0.0060746,0.0016251,-0.0013643,-0.0058724,0.0063146,-0.0115996,-0.0112665,0.0231274,0.0062819,-0.0110051,0.0028967,0.0038559,0.0038633,0.0076318,0.0030312,-0.0003064,0.0146421,0.0007735
England_Scorton_Anglian,0.1306688,0.1350652,0.0657698,0.0629204,0.0398228,0.0227574,0.0042302,0.0062768,0.003477,-0.004228,-0.0087688,0.0041066,-0.0095738,-0.015524,0.0222852,0.0122248,0.0021904,0.0026604,0.0060082,0.0063282,0.0100324,0.0067514,-0.0024896,0.0169902,-0.0023712
England_Viking_o.SG,0.1240675,0.133542,0.0550595,0.0395675,0.035699,0.015757,-0.0022325,0.0045,0.0088965,0.0090205,0.0005685,0.001349,-0.0132305,-0.0055735,0.015472,0.0007295,-0.0086055,0.0008235,0.0056565,-0.0027515,-0.000312,0.0019165,-0.003204,0.0074105,0.000479
England_Viking.SG,0.1253367,0.1283865,0.0664457,0.0521893,0.0403506,0.0195223,0.0036877,0.0078635,0.0028239,-0.0013177,-0.0051402,0.0039772,-0.0103661,-0.010237,0.0197264,0.0106887,-0.003751,0.0005019,0.0030845,0.0057624,0.0043577,0.0043943,0.0009149,0.0114195,0.0004145
Estonia_BA.SG,0.1299859,0.1221681,0.099409,0.1126309,0.0513942,0.0411364,0.0163803,0.0189685,-0.0029044,-0.0514817,0.0012667,-0.0184037,0.0371205,0.0408189,-0.0205886,0.0028771,0.0101046,0.0002534,-0.0023379,0.0046897,-0.0017219,-0.0077901,0.0101802,-0.0200269,0.0024308
Estonia_CordedWare,0.113823,0.109677,0.053174,0.079135,0.019696,0.021753,0.017391,0.007846,-0.027611,-0.025331,0.006008,-0.001049,-0.008028,-0.004129,0.020358,0.006762,0.004563,-0.000253,0.006662,-0.001,0.005865,-0.000371,0.007395,0.005422,-0.008023
Estonia_CordedWare.SG,0.118376,0.1122162,0.0641105,0.0822035,0.0083092,0.0306082,0.0079903,0.0068075,-0.021475,-0.0308435,0.0032072,-0.001686,0.0011895,-0.0040258,0.0232082,-0.003315,-0.0118975,0.001837,0.0021995,0.0082538,-0.0004367,-0.0012368,0.0039745,0.0032835,-0.0049098
Estonia_CordedWare.SG_o1,0.133173,0.114755,0.059208,0.083657,0.020311,0.031794,0.004465,0.005077,-0.005113,-0.016037,-0.003735,0.001798,-0.00996,-0.013762,0.02823,0.012463,-0.002477,-0.000127,0.000126,-0.000625,0.003244,0.004328,-0.006286,0.006989,0.001078
Estonia_CordedWare.SG_o2,0.122929,0.108662,0.046763,0.10013,0.001231,0.031236,0.00329,0.008307,-0.036405,-0.036812,0.004547,-0.001798,0.000892,-0.021194,0.029316,0.027711,0.009648,0.014442,-0.001131,0.002251,-0.006738,-0.003462,0.003081,0.004579,-0.001796
Estonia_EarlyViking.SG,0.1313372,0.1282516,0.0753634,0.0652356,0.0457057,0.0230669,0.0074898,0.0105703,0.0048295,-0.0095703,-0.0039602,0.0001741,-0.0022731,-0.0012875,0.0174553,0.0059708,-0.0080124,0.0017328,0.0034182,0.0060916,0.0088553,0.0020821,0.0001471,0.0113267,0.0015722
Estonia_EMN_Narva,0.1291895,0.096983,0.161219,0.1849185,0.0890935,0.0591245,-0.0015275,0.017884,0.043768,-0.031618,-0.0036535,-0.0131885,0.0300295,-0.01273,0.03203,0.031954,-0.011669,0.0011405,-0.0060335,0.034954,0.038557,0.0134785,-0.022308,-0.093447,0.004251
Estonia_IA.SG,0.1293788,0.1078153,0.0942803,0.0916243,0.0437517,0.0310032,0.0073245,0.0115377,0,-0.036903,0.0040057,-0.0140377,0.0236123,0.0133723,-0.0048182,0.0073808,0.0106695,-0.0030405,0.0033308,0.0138815,0.0050743,-0.001793,0.002198,-0.0104833,-0.0007585
Estonia_Medieval.SG,0.129379,0.1188167,0.0900063,0.088825,0.046265,0.0366277,0.011907,0.0137683,0.0036133,-0.03341,-0.010501,-0.013488,0.013627,0.028763,-0.0019907,0.01569,0.012169,-0.0046033,0.0024303,-0.002668,0.002953,8.23E-05,0.0062443,0.003213,-0.0014367
Estonia_MN_CCC_1,0.127482,0.083273,0.141797,0.158594,0.051702,0.061356,-0.008225,0.004154,0.016566,-0.050844,0.006008,-0.027426,0.026759,-0.013212,0.026601,0.012066,-0.017993,-0.003294,-0.007165,0.025137,0.007736,0.015086,-0.008997,-0.048923,0.005628
Estonia_MN_CCC_2,0.135449,0.064994,0.14934,0.202522,0.035391,0.047969,-0.022561,-0.012461,0.000409,-0.054853,0.007795,-0.016785,0.026164,-0.025735,0.029723,0.021347,-0.014864,-0.014696,0.002765,0.02026,0.020963,0.006183,-0.010599,-0.041452,-0.006347
Ethiopia_4500BP,-0.517895,0.040621,-0.003017,-0.000646,-0.002154,-0.009761,0.057813,-0.049383,0.089172,-0.084375,-0.013803,-0.014987,-0.036571,-0.001651,0.02348,-0.030628,0.022817,0.041047,0.005279,-0.008629,0.00262,0.001855,-0.006039,0.001205,0.002515
Faroes_EarlyModern_o1.SG,0.130897,0.135065,0.064488,0.050711,0.044316,0.016176,0.000705,0.010384,0.010431,-0.002369,-0.002761,0.006894,-0.010555,-0.00578,0.016422,-0.006895,-0.022817,0.004687,0.003268,-0.00075,-0.001123,0.006554,0.002588,0.013375,-0.007664
Faroes_EarlyModern_o2.SG,0.136588,0.122879,0.059585,0.049419,0.034468,0.019243,0.009165,0.005769,-0.003272,0.000364,-0.007632,0.007044,-0.007433,-0.030965,0.018458,0.010342,-0.007693,0.001394,-0.005656,0.014007,0.012728,0.001113,-0.006286,0.017352,-0.018322
Faroes_EarlyModern.SG,0.1307701,0.136081,0.0657448,0.0520748,0.041717,0.0182209,0.0036033,0.0054101,0.0034316,0.0002834,-0.0016419,0.0045791,-0.0099767,-0.0099089,0.0260733,0.0028876,-0.0123864,0.0029842,0.0058799,0.0015287,0.00635,0.0034486,0.0025881,0.0122774,-0.0017163
Faroes_Viking.SG,0.124067,0.139128,0.065242,0.064923,0.030775,0.025379,0.00235,0.001615,-0.001227,0.002187,-0.013803,0.003597,-0.012636,-0.014313,0.005429,0.02201,0.027902,0.008235,0.01081,0.002876,0.008485,0.005935,-0.005669,0.010965,0.011616
Finland_Levanluhta,0.108132,-0.0289425,0.1040855,0.0754205,-0.0080015,0.0124105,0.0078725,0.019038,0.0064425,-0.0273355,0.034345,-0.0085425,0.0125615,-0.023396,-0.009568,-0.0018565,-0.0028685,-0.007221,-0.0048395,-0.001063,0.015348,-0.0044515,-0.002588,0.006266,0.0032335
Finland_Levanluhta_B,0.136588,0.121864,0.082589,0.068153,0.047086,0.015618,-0.011281,0.006461,0.013294,0.001093,-0.000812,0.001649,-0.013974,-0.00812,0.034744,0.014983,-0.004563,0.004561,0.009804,0.020635,0.001497,-0.000742,-0.006409,-0.003615,0.006107
France_Alsace_Lingolsheim_EBA,0.136588,0.12491,0.056568,0.0646,0.02462,0.023985,0.00658,0.009923,-0.006545,-0.007289,-0.003248,-0.005845,-0.010852,-0.014726,0.023887,0.018165,0.019558,-0.008488,0.003645,0.016633,0.004617,0.00779,-0.00493,-0.007591,0.006466
France_Alsace_Lingolsheim_MN,0.1240675,0.174163,0.024324,-0.0631465,0.0767835,-0.034722,-0.0022325,-0.006923,0.045302,0.079364,0.008688,0.015886,-0.02334,0.0052295,-0.0258545,-0.0154465,0.0041725,0.0081715,0.0138265,-0.006128,0.0018715,0.0043895,-0.0040055,-0.0192195,-0.002275
France_Alsace_Lingolsheim_MN_o,0.124067,0.176702,0.013953,-0.087856,0.06432,-0.048806,-0.007285,-0.000462,0.0452,0.084558,0.005521,0.012889,-0.026462,0.004542,-0.031759,-0.013126,0.01343,0.00266,0.01169,-0.013506,-0.019091,0.006801,-0.009244,-0.006025,0.000359
France_BellBeaker,0.1331728,0.1238945,0.0594908,0.0578978,0.028082,0.0215445,0.0051112,0.0028845,0.0032725,-0.008793,-0.0024762,0.0015738,-0.009626,-0.0163428,0.0196115,0.0098118,0.007725,0.0010768,0.0054052,0.0096608,0.0053655,0.0038948,0.0001232,0.0062055,-0.001467
France_BellBeaker_LowSteppe,0.132035,0.161469,0.058454,-0.01292,0.064627,-0.016176,-0.004935,0.001385,0.039473,0.067974,0.00747,0.016036,-0.023637,-0.014175,-0.000136,0.015646,0.001956,0.005574,-0.008296,-0.006003,0.009733,0,-0.003328,-0.01699,-0.002754
France_BellBeaker_NoSteppe,0.129758,0.165531,0.040729,-0.037468,0.07663,-0.019522,0.00423,0.009923,0.045404,0.073988,-0.001461,0.004196,-0.030327,-0.011147,-0.011808,0.006364,0.024382,-0.001394,0.008296,-0.001376,-0.006613,0.000989,-0.011216,-0.025546,-0.003473
France_Calvados_N_Norman,0.117238,0.168578,0.051666,-0.036822,0.054164,-0.01506,-0.012691,-0.007615,0.058085,0.062507,-0.014128,0.02233,-0.037165,-0.000138,-0.0057,-0.006762,0.020992,-0.004434,-0.006536,-0.010755,-0.006239,0.01051,-0.000739,-0.010965,0.008742
France_EBA,0.1267233,0.1411587,0.057825,0.0247095,0.0467263,0.0048808,-0.0003525,0.0019228,0.0216452,0.0276088,-0.0033018,0.007693,-0.0157083,-0.0158495,0.0091385,0.0131928,0.007823,0.0018793,-0.0005657,0.005065,0.003598,0.0038745,-0.0057723,-0.0076717,-0.002954
France_EBA_BellBeaker,0.132604,0.135573,0.0593965,0.03876,0.040777,0.0093425,-0.000235,0.0054225,0.0076695,0.010843,0.000568,0.013488,-0.014866,-0.01679,0.01459,0.0118005,-0.006715,0.0035475,-0.0023255,0.0001875,-0.0008735,0.0029675,-0.0016025,-0.0003615,-0.003652
France_EBA_BellBeaker_oEEF,0.129758,0.169593,0.036958,-0.065892,0.080323,-0.024542,-0.00423,-0.008538,0.064425,0.097679,-0.004547,0.017085,-0.038652,-0.015551,-0.020629,-0.018828,-0.008084,0.002787,0.004777,-0.016133,0.003369,0.001607,-0.011216,-0.024582,0.001676
France_EN,0.121791,0.158423,0.059585,-0.015827,0.090171,-0.011435,0.00235,0.002077,0.06463,0.072165,-0.006658,0.001199,-0.030624,-0.014588,-0.00475,0.010872,0.024251,0.002027,0.000377,0.007379,0.015348,0.010634,-0.015776,-0.053502,0.006945
France_EN_MN,0.1271973,0.17264,0.0567568,-0.0347225,0.0849388,-0.0276798,-0.0064628,0.0021342,0.065959,0.089478,-0.0011773,0.0116148,-0.0318132,-0.0201618,-0.0118758,0.0073588,0.0152875,-0.0006332,-0.0017285,-0.0021885,0.0063325,0.0008038,-0.0137422,-0.0356978,0.001018
France_EN_MN_o,0.125205,0.1635,0.076555,0.001938,0.103712,-0.011713,-0.005875,0.005307,0.071379,0.071619,-0.004547,0.013188,-0.025272,-0.015964,0.00095,0.020021,0.024382,0.004434,0.000126,0.010005,0.026329,0.005564,-0.022924,-0.058683,-0.001557
France_EN_o,0.130897,0.178733,0.061471,-0.037145,0.085862,-0.019243,-0.001175,-0.000462,0.057676,0.086744,0.004222,0.014837,-0.026908,-0.011423,-0.014251,-0.007558,0.005998,0.000887,0.005656,-0.009254,0.012228,-0.000124,-0.016515,-0.043621,-0.002874
France_GrandEst_EBA,0.127482,0.161469,0.065242,-0.026486,0.092017,-0.015618,0.00329,0.003,0.067493,0.078544,-0.002111,0.013188,-0.029881,-0.005505,-0.004343,0.008884,0.023469,0.003674,-0.003142,0.010505,0.013476,-0.003091,-0.011216,-0.034824,0.011017
France_GrandEst_EBA_o.SG,0.135449,0.138112,0.05242,0.02584,0.041238,0.010598,-0.010105,0.006692,0.02168,0.023326,0.001786,0.004196,-0.010704,-0.002477,0.007872,-0.015646,-0.013299,0.003421,0.006536,-0.001501,0.01435,0.001237,-0.006532,-0.007953,0.00012
France_GrandEst_EBA.SG,0.1302463,0.1330343,0.057969,0.0392214,0.0396994,0.0188054,0.0005709,0.0003957,0.0097297,0.0102833,-0.0034796,0.0073861,-0.0135917,-0.0146666,0.0173721,0.0087697,0.0008753,0.0019364,0.0030527,0.0085934,0.0109093,0.0010954,-0.0031163,-0.0022551,-0.0067401
France_GrandEst_EN_o.SG,0.127482,0.169593,0.032055,-0.069122,0.082169,-0.051316,-0.012926,-0.010846,0.075469,0.10843,-0.002923,0.017984,-0.03553,-0.010184,-0.021987,-0.005569,0.010561,-0.008742,0.007542,-0.008754,0.005989,-0.008037,-0.016022,-0.010724,0.001197
France_GrandEst_EN.SG,0.128051,0.1802565,0.0133875,-0.0870485,0.06155,-0.0492245,-0.0010575,-0.003461,0.044893,0.087109,0.0035725,0.0186585,-0.014643,-0.000413,-0.032573,-0.0142535,0.0111475,-0.00019,0.0111245,-0.0140695,-0.0119165,0.0048225,-0.0018485,-0.0071095,0.001437
France_GrandEst_IA1.SG,0.1233842,0.14583,0.0551352,0.0204782,0.0408074,-0.0001672,-0.0033372,0.0064614,0.0155028,0.0165472,-0.0018512,0.0083028,-0.0170664,-0.0113952,0.0121332,0.0041368,-0.0007042,-0.0004816,0.0024134,0.0048274,0.0010484,-0.0005194,-0.009564,-0.0019522,-0.0021074
France_GrandEst_IA2,0.1277096,0.1367916,0.057624,0.0362406,0.0469625,0.0108209,0.005499,0.0028846,0.0085288,0.0121734,-0.0034263,0.0071935,-0.0125322,-0.008794,0.0130562,-0.0031025,-0.0104828,0.0017104,0.0024637,-0.0009129,0.0050038,0.0049585,-0.0013803,-0.0012772,-0.0015806
France_GrandEst_IA2.SG,0.1270264,0.1470486,0.050308,0.0319124,0.0350218,0.0097054,-0.001504,0.0066458,0.006504,0.014287,-0.0005196,-0.0015286,-0.0125768,-0.0069636,0.0104232,0.000451,-0.0093616,-0.0007856,0.0045002,-0.0015758,-0.0027702,0.0054902,0.002046,-0.0082902,0.0022512
France_GrandEst_LBA.SG,0.132035,0.121864,0.049026,0.010982,0.047701,0.012829,-0.0047,0.004615,0.028838,0.042461,-0.018512,0.010641,-0.025272,-0.037571,-0.001221,0.006497,0.005476,-0.004814,0.008799,0.014632,0.003619,0.013231,-0.002342,-0.016388,-0.00455
France_GrandEst_MN.SG,0.1233842,0.1732492,0.038353,-0.0531981,0.07863,-0.0295346,-0.0011985,-0.0020075,0.0521741,0.0826076,0.0062195,0.011225,-0.0253614,-0.0081197,-0.0182408,0.0010076,0.0174454,0.0033446,0.0069133,-0.0002628,0.0016347,0.0049707,-0.013397,-0.0211355,-0.0002636
France_HautsDeFrance_EN.SG,0.1161,0.184826,0.019233,-0.08075,0.075091,-0.069444,0.011516,-0.000231,0.034974,0.070708,0.003248,0.005545,-0.02334,-0.006468,-0.047502,-0.034341,0.018515,0.010388,0.010056,-0.01088,-0.007612,0.011129,-0.011092,-0.006266,-0.012574
France_HautsDeFrance_IA2.SG,0.1160995,0.141666,0.0482715,0.038114,0.0460085,0.0161755,-0.0057575,0.004846,0.0114535,0.018406,-0.0021925,0.006594,-0.021184,-0.0124545,0.0109255,0.002917,-0.002021,0.009755,0.007856,-0.003189,0.0010605,0.006121,0.010106,-0.002169,0.0032335
France_HautsDeFrance_LN.SG,0.136588,0.112724,0.049403,0.088502,0.018157,0.039045,-0.002585,0.006231,-0.025975,-0.034989,0.01023,0.003297,-0.002379,-0.015276,0.036102,-0.002519,-0.01343,-0.005701,-0.004148,0.007754,0.006489,-0.008285,0.004807,0.006989,-0.003353
France_HautsDeFrance_MN.SG,0.1297585,0.179749,0.054494,-0.0424745,0.089401,-0.013666,0.00329,-0.000692,0.051949,0.087382,-0.0013805,0.013263,-0.0289885,-0.012317,-0.0133685,-0.009613,0.0073665,-0.007728,0.0030795,-0.0027515,0.0069875,0.00068,-0.006717,-0.034041,-0.0022155
